1756055706	171397120
1756055711	172122112
1756055716	172867584
1756055721	172867584
1756055726	172875776
1756055731	173174784
1756055736	173174784
1756055741	173162496
1756055746	173162496
1756055751	172912640
1756055756	173072384
1756055761	173072384
1756055766	173064192
1756055771	173023232
1756055776	173121536
1756055781	173121536
1756055786	172994560
1756055791	172994560
1756055796	172994560
1756055801	173137920
1756055806	173137920
1756055811	173137920
1756055816	173015040
1756055821	173146112
1756055826	173146112
