1756055358	171405312
1756055373	171397120
1756055388	171397120
1756055403	171401216
1756055418	171397120
1756055433	171401216
1756055448	171397120
1756055463	171401216
1756055478	171401216
1756055493	171397120
1756055508	171397120
1756055523	171397120
1756055538	171397120
1756055553	171397120
1756055568	171397120
1756055583	171397120
1756055598	171397120
1756055613	171401216
1756055628	171397120
1756055643	171397120
1756055658	171401216
1756055673	171397120
1756055688	171397120
1756055703	171397120
1756055718	172867584
1756055733	173174784
1756055748	173162496
1756055763	173064192
1756055778	173121536
1756055793	172994560
1756055808	173137920
1756055823	173146112
1756055838	172388352
1756055853	172359680
1756055868	172339200
1756055883	172343296
1756055898	172339200
1756055913	172339200
1756055928	172343296
1756055943	172343296
1756055958	172343296
1756055973	172343296
1756055988	172343296
1756056003	172339200
1756056018	172343296
1756056033	172335104
1756056048	172347392
1756056063	172339200
1756056078	172339200
1756056093	172339200
1756056108	172343296
1756056123	172339200
1756056138	172343296
1756056153	172339200
1756056168	172343296
1756056183	172335104
1756056198	172339200
1756056213	172339200
1756056228	172339200
1756056243	172343296
1756056258	172343296
